"Nom cavité";"Alias";"Commune";"IGN";"X Lambert3";"Y Lambert3";"Latitude";"Longitude";"Altitude";"Description";"Page Taisne";"Plan"
"igue des CARBONIÈRES";"ou de MINHIOT";"Cabrerets";"2138 OT";"542.08";"3244.23";"44.495758";"1.608251";"320";"Sur la route de St-Géry à Lauzès (D 10), à 4km de la vallée du Lot, c'est-à-dire 1km5 avant le croisement de la route de Merlan,<br/>
prendre à droite un chemin direction NNE. A environ 800m, continuer le chemin principal qui tourne à droite pour arriver 120m plus<br/>
loin à une petite grange sur la gauche. Continuer encore le chemin, d'abord direction ESE, qui peu à peu s'oriente vers le S. A 370m<br/>
de la grange, à la fin d'un espace dégagé, laisser un chemin à gauche (venant des bergeries de Prat d'Aglan) et continuer direction<br/>
SSW pendant encore 215m, c'est-à-dire juste après avoir traversé une clairière (à proximité d'un tas de pierres et de souches). Suivre<br/>
pendant 30m, toujours direction générale SSW, le sentier qui prolonge le chemin, c'est-à-dire jusqu'à l'embranchement d'un autre<br/>
sentier à gauche. L'igue s'ouvre à 30m à droite (W) de cet embranchement. Orifice de 3m sur 6m, dans les buis, dominé par de beaux<br/>
chênes. Plan 159.";"33";"159"
"igue des CARBONNIERS";"";"St-Cirq-Lapopie";"2138 OT";"547.68";"3238.57";"44.445244";"1.679234";"285";"A 2km6 de St-Cirq-Lapopie, sur la route de Concots (D 42), face à la route de Pradines, prendre le chemin montant à gauche<br/>
(ESE) le long du camping de la Truffière. A 300m, ne pas tourner à gauche mais continuer, dans la même direction, le chemin qui<br/>
bientôt descend vers la vallée et devient un sentier qui, à 130m,<br/>
tourne vers la gauche. 160m plus loin, prendre le sentier qui part<br/>
à droite, direction SW et le suivre sur 130m, c'est-à-dire juqu'au moment où il traverse une sorte de ravin. Suivre alors ce ravin vers<br/>
le bas. L'igue se trouve à environ 100m S, dans le creux de ce ravin : orifice de 0m70 de diamètre sous un léger ressaut.";"33";""
"igue de CARDAILHAC";"";"Promilhanes";"2239 W";"558.45";"3231.04";"44.37817";"1.81514";"370";"Au bord de la route de Promilhanes à Limogne (D 84), 110m après le calvaire situé à la sortie N de Promilhanes, 6m derrière<br/>
le muret de droite (E), en bordure d'un cloup évasé et peu profond. Fermée par une dalle de ciment.";"33";""
"grotte (ou cuzoul) du CARDEUR";"";"St-Géry";"2138 OT";"542.57";"3243.55";"44.489677";"1.614488";"205";"A l'église de Bouziès-bas, prendre le sentier qui part à droite du cimetière, direction W, et le suivre sur presque 600m, c'est-à-<br/>
dire jusqu'au niveau du début d'un muret le bordant à droite (angle avec un muret montant à droite). La grotte, bien visible, s'ouvre<br/>
15m à droite (NE) du sentier et 4m plus haut. Orifice de 2m80 de haut sur 5m de large, orienté à l'WSW.";"33";""
"igue de CARITAU";"ou aven CAROLINE";"Larnagol";"2138 OT";"554.96";"3242.4";"44.480202";"1.770362";"295";"À Larnagol, monter à la Croix de Triel (3km5 NNW, par la route), et là prendre direction SSW la petite route qui mène à l'hôtel<br/>
du Mas de Caritau (à 1km700). 500m avant d'arriver au Mas (à la fin du macadam), prendre le chemin à gauche (ESE) qui, 60m plus<br/>
loin, tourne à droite. Prendre à gauche dans ce virage un chemin, d'abord direction NNE, qui 200m plus loin passe sous une ligne<br/>
électrique : la suivre à droite (S) jusqu'au premier poteau, à 45m. L'igue s'ouvre à 18m SSW de ce poteau. Orifice triangulaire de 80cm<br/>
de côté, entouré de genévriers. Plan 108.";"34";"108"
"igue de la CARPE";"";"Caniac-du-Causse";"2137 E";"547.16";"3260.66";"44.644007";"1.670453";"360";"Dans la Braunhie (voir p.27). À 3km de Caniac sur la route de Fontanes (D 42), prendre le chemin qui part à l'E dans un virage<br/>
en haut d'une côte (cote 361 de l'IGN). Tourner au premier chemin à droite (900m de la route) et 150m plus loin à gauche pendant<br/>
100m, jusqu'à une bergerie à gauche (les Brantits de l'IGN). L'igue s'ouvre 9m à gauche (N) du chemin, 40m après la bergerie. Orifice<br/>
de 50cm sur 90, recouvert de branchages, en terrain dégagé avec arbustes, près d'une dalle de lapiaz visible du chemin.<br/>
Plans 70 et 186.";"34";""
"igue de la CARRIÈRE";"";"Carennac";"2136 ET";"551.17";"3289.34";"44.902376";"1.718283";"275";"À 2km de Carennac, sur la route de Miers (D 20), en haut de la côte, prendre à droite (abri avec boîte aux lettre des P&T) la<br/>
petite route qui mène au Castagné. À 600m de la route, 150m avant les maisons de La Borie, prendre le chemin à droite, direction<br/>
W, jusqu'à une carrière à gauche (indiquée sur l'IGN) à 200m. L'igue se trouve près de l'angle S d'une ruine, au milieu de la carrière.<br/>
Orifice allongé de 1m sur 2m, recouvert de traverses de chemin de fer. Plan 5.";"34";"5"
"puits (Lucien) CARRIÈRE";"ou igue de GAUBERT";"Miers";"2136 ET";"551.82";"3284.27";"44.856798";"1.726989";"345";"A 1km5 ENE de Miers, sur la route de Padirac (D 60), 25m après la dernière maison à droite (grand hangar) de Carrières,<br/>
franchir une claie à gauche et descendre la pente d'un pré, direction N. A 75m de la route, 35m avant les restes d'un muret, franchir<br/>
le muret qui borde le prè à droite (E). L'igue s'ouvre à 17m E dans la pente boisée et ronceuse : orifice de 60cm sur 70cm.";"34";""
"grotte CARRIOT";"ou de CONDUCHÉ (n°2)";"Bouziès";"2138 OT";"545.23";"3242.72";"44.482413";"1.648018";"150";"Grotte préhistorique. Fermée.";"34";""
"igue de CARTAYROUX";"";"Caniac-du-Causse";"2137 E";"548.84";"3261.98";"44.656007";"1.6915";"380";"Sur la route de Fontanes à Quissac (D 146), 2km après le carrefour de la route de Labastide à Livernon, à la borne km7, franchir<br/>
une barrière à gauche et suivre, dans un bois clairsemé, un vague chemin direction NNE menant, à environ 200m de la route, à une<br/>
citerne creusée dans le sol en terrain dégagé (à 55m W du muret qui limite à l'E le terrain). L'igue s'ouvre à 45m NNW de la citerne,<br/>
derrière un petit buisson épineux, à la limite d'une zone un peu plus boisée. Orifice vaguement triangulaire de 1m40 sur 1m50. Plans<br/>
70 & 71.";"34";""
"grotte de CASELLE";"";"Montbrun";"2238 W";"565.33";"3245.81";"44.51146";"1.900493";"270";"Sur la route de Gréalou à Montbrun, 900m avant d'arriver à Montbrun, soit 250m après le virage en épingle à cheveux par lequel<br/>
on aborde la grande combe qui descend vers Montbrun, à l'endroit où la route est bordée côté combe d'un muret cimenté : la grotte<br/>
s'ouvre à 8m au-dessus de la route, dans un renfoncement de la falaise avec arbustes et buis. Ouverture triangulaire dans un porche<br/>
de 1m40 de haut sur 2m de large.";"34";""
"gouffre du CASTANET";"";"Lachapelle-Auzac";"2036 ET";"535.25";"3291.54";"44.92092";"1.516442";"245";"Sur la route de Souillac à Martel (D 703), 2km800 après le rond-point de la bretelle de l'autoroute, prendre à gauche la route<br/>
qui mène (entre autres) au Castanet, à environ 1km4. Là, prendre la petite route qui part juste après le premier bâtiment à droite<br/>
(hangar), direction SE, la suivre sur 300m, c'est-à-dire jusqu'à la fin du goudron, et prendre le chemin qui descend à gauche, direction<br/>
E, sur 78m. Le gouffre s'ouvre à 10m S, à l'angle NE d'un champ : orifice de 1m20 sur 0m60 recouvert de traverses de chemin de<br/>
fer.";"34";""
"igue de CASTEL-GIROUX";"";"Rocamadour";"2136 ET";"540.58";"3278.1";"44.800439";"1.585502";"150";"A 5km W du carrefour de l’Hospitalet, sur la route de Payrac (D673), à peu près au niveau des ruines du château de Castel-<br/>
Giroux (invisibles de la route), à l’endroit où le côté droit de la route (direction NS) s’élargit, formant un parking sur une trentaine de<br/>
mètres de longueur. Orifice triangulaire de 0m30 sur 0m40 au niveau du sol, au pied d’un petit arbre, juste à la base du talus castiné.<br/>
Plan 25.";"34";"25"
"émergence de CATUS";"";"Catus";"2038 E";"520.6";"3251.66";"44.560594";"1.337041";"190";"A la mairie de Catus, prendre la petite route qui monte à Terrié. A 450m de Catus, 250m après la seconde épingle à cheveux,<br/>
prendre le chemin qui descend dans la combe à droite. L'émergence, bâtie et captée, se trouve à l'extrémité N du champ qui occupe<br/>
le fond de la combe, à la limite du bois. Indiquée Sce captée sur l'IGN. Plan 172.";"35";"172"
"grotte(s) de la falaise de CAUDENAT";"";"Brengues";"2238 W";"559.12";"3252.53";"44.571615";"1.821859";"275";"A Nazac, à 3km de Brengues sur la route de Marcilhac (D 41), 150m avant l'embranchement de la route de Cajarc (D 83),<br/>
prendre à droite la route du Mas de Jordy. Au carrefour situé à 1km800 de la D 41, prendre à droite, direction ESE, le chemin suivi<br/>
par le GR651. 600m plus loin, laisser le GR qui part à gauche et continuer le chemin tout droit, direction SSE, pendant encore 650m,<br/>
c'est-à-dire jusqu'en son point le plus haut (cote 300 de l'IGN). En franchissant un passage dans le muret à gauche, suivre alors<br/>
direction ENE un sentier conduisant, à 110m, à un point de vue en haut des falaises. 15m avant ce point de vue, suivre à droite (SE)<br/>
un vague sentier qui, à 30m, descend (assz raide) à gauche en empruntant une échancrure de la falaise et, 25m plus bas, tourne<br/>
à droite pour suivre bientôt une corniche menant à la grotte 50m plus loin. Vaste porche de 9m de haut sur 12m de large dominant<br/>
la vallée du Célé.<br/>
N.B. 20m avant d'arriver à ce porche, on passe 6m50 en-dessous d'un autre porche de 4m sur 6m, accessible par une escalade.<br/>
facile. D'autre part, au milieu de la descente raide et à une vingtaine de mètres à gauche (NW), s'ouvrent plusieurs petites grottes<br/>
(avec puces...).";"35";""
"grotte-émergence de la CAUGNE";"ou de la COGNE";"Cajarc";"2238 W";"560.19";"3243.66";"44.491847";"1.836011";"235";"À 500m de Cajarc sur la route de Marcilhac (D 17), 150m après le cimetière, prendre à gauche la petite route de Sauzet. À<br/>
800m, en haut de la côte, prendre le chemin à gauche (SSW) qui redescend vers Cajarc en passant au-dessus de la grande cascade<br/>
de la Caugne et en longeant le bas des falaises,. La grotte s'ouvre 300m plus loin , à droite du chemin, derrière les buissons, au pied<br/>
de la falaise : vaste porche au fond duquel débouche l'émergence par un orifice bas. Indiquée sur l'IGN.";"35";""
"grotte supérieure (ou émergence fossile) de la CAUGNE";"";"Cajarc";"2238 W";"560.14";"3243.61";"44.491394";"1.835386";"280";"À 500m de Cajarc sur la route de Marcilhac (D 17), 150m après le cimetière, prendre à gauche la petite route qui monte au<br/>
hameau du Causse. À 800m, en haut de la côte (petite place avec un beau micocoulier), prendre le chemin à gauche (SSW) et tout<br/>
de suite prendre à droite le sentier qui monte au pied de la falaise supérieure et suivre la base de cette dernière sur environ 380m,<br/>
c'est-à-dire jusqu'aux restes d'un escalier (?) en pierres : la grotte s'ouvre environ 15m au-dessus, dans la falaise, accessible<br/>
seulement par escalade (goujons en place).";"35";""
"igue de CAUMONT";"ou de CUZEL - ou de DANTONNET - ou du MAIRE";"Lentillac-du-Causse";"2138 OT";"543.48";"3249.78";"44.545816";"1.625251";"295";"À 1km S de Lentillac, sur la petite route d'Aussou (qui rejoint la vallée de la Sagne à 2km NNW de Cabrerets), prendre à droite<br/>
(SW) l'embranchement qui mène à Dantonnet. 800m plus loin, dans un virage à gauche à angle droit, un chemin prolonge la route<br/>
direction WSW : le suivre sur 450m, c'est-à-dire jusqu'au moment où il tourne à droite à angle droit. Franchir le muret de gauche<br/>
(ancien passage fermé) : l'igue s'ouvre à 135m S, 15m à l'W d'un chemin venant de Dantonnet, dans une zone chaotique boisée.<br/>
Orifice très irrégulier entouré d'un grillage, au milieu de blocs moussus recouverts de lierre : plus grande longueur = 6m, plus grande<br/>
largeur = 4m. Le puits d'entrée (-14m) s'ouvre dans la partie N et est marqué PCU 1 à la peinture orange. Indiquée sur l'IGN.<br/>
Plan 162.";"35";"162"
"grotte du CAUSSE DE L'HÔPITAL";"";"Sarrazac";"2135 W";"539.75";"3301.27";"45.00886";"1.572289";"315";"À 500m S de L'Hôpital-St-Jean, sur la route de Martel (D 23), prendre à droite la route de Cuzance (D 33) sur 450m, c'est-à-dire<br/>
jusqu'au croisement avec un chemin (cote 306 de l'IGN). Suivre le chemin de droite (NNE) pendant 155m, c'est-à-dire 12m avant une<br/>
claie à gauche (un peu avant un effondrement du muret de droite). La grotte se trouve dans le bois de chênes clairsemés à 15m W<br/>
du muret de gauche, à quelques mètres d'un tas de grosses pierres, visible du chemin. Orifice de 0m50 sur 0m80 orienté au SSW,<br/>
dans un léger creux. Plan145.";"35";""
"grotte du CAUSSERIER";"";"Dégagnac";"2037 E";"521.23";"3265.59";"44.686018";"1.342853";"220";"A 4km3 NE de Dégagnac, sur la route de Gourdon (D 51), prendre à droite la route de Poudens sur environ 360m, c'est-à-dire<br/>
jusqu'au 2ème chemin à droite (ruine de cazelle). Suivre ce chemin, direction SW. A 290m de la route il oblique vers la gauche pour<br/>
prendre une direction générale SE et 100m plus loin tourne vers la droite de nouveau direction SW, au niveau d'un sentier partant<br/>
à gauche et d'un ancien muret (suite de tas de pierres !) se dirigeant vers le NE. La grotte se trouve à 50m NE dans le bois, à 2m W<br/>
des ruines du muret. Orifice de 0m80 dans le sol moussu, en bordure d'une petie zone dégagée. Plan 170..";"35";"170"
"émergence de CAVALIÉ";"";"Catus";"2038 E";"519.8";"3251.62";"44.560146";"1.326977";"175";"A 500m SW de Catus sur la route de la vallée du Vert, prendre à droite la route de Montgesty (D 13). A 200m du carrefour,<br/>
prendre le chemin direction N qui suit le vallon montant vers Cavalié. A 750m de la route, ce chemin tourne à droite pour traverser<br/>
le vallon : l'émergence se trouve à droite sous le chemin, au moment où il commence à monter sur l'autre versant, au pied d'une petite<br/>
falaise. Plan 172.";"36";"172"
"émergence(-lavoir) de CAVALIÉ";"";"Thédirac";"2038 E";"518.75";"3255.02";"44.590626";"1.313228";"230";"A environ 5km de Catus, sur la route de Salviac (D 47), 1km2 après le carrefour de la route de Montgesty (D 46), au moment<br/>
où la route débouche dans la vallée de l'Ourajou, prendre à droite la petite route qui mène à Thédirac. Après avoir traversé la vallée,<br/>
à 250m, prendre le chemin à gauche (W) qui suit la rive droite. L'émergence se trouve à 250m, juste sous le chemin, et quelques<br/>
marches mènent au lavoir qu'elle alimente.";"36";""
"igue n°1 de CAVANIÈS";"";"Cahors";"2138 OT";"532.06";"3239.25";"44.450073";"1.482914";"175";"À un peu plus de 5km de Cahors (Pont Louis-Philippe) et 2km avant Arcambal, sur la route de Villefranche-de-Rouergue<br/>
(D 911), prendre à droite (face à un passage à niveau à gauche) la petite route qui suit la vallon de Cavaniès. À 1km250 de la D 911<br/>
(à la cote 142 de l'IGN), soit 300m après une bifurcation à droite, suivre à gauche sur 230m un chemin montant à peu près<br/>
carrossable : l'igue s'ouvre 10m à gauche (N). Ouverture triangulaire de 4m sur 5m, bien visible du chemin (qui devient d'ailleurs<br/>
impraticable à partir de cet endroit).";"36";""
"igue n°2 de CAVANIÈS";"";"Cahors";"2138 OT";"532.82";"3239.74";"44.454553";"1.492399";"155";"Sur la route de Cahors à Limogne (D 911), 800m après Cavaniès, 50m après une maison isolée, prendre le chemin à droite,<br/>
direction SSW. A 175m de la route, monter sur le versant gauche (E) du chemin à travers les buissons : l'igue se trouve dans la pente,<br/>
à 45m du chemin et 12m plus haut (4m50 plus haut qu'une ruine près d'un reste de muret). Orifice de 4m50 sur 1m orienté NS<br/>
(perpendiculaire à la pente), dans un petit espace dégagé.";"36";""
"igue n°3 de CAVANIÈS";"";"Cahors";"2138 OT";"532.27";"3238.86";"44.446583";"1.485603";"190";"À un peu plus de 5km de Cahors (Pont Louis-Philippe) et 2km avant Arcambal, sur la route de Villefranche-de-Rouergue<br/>
(D 911), prendre à droite (face à un passage à niveau à gauche) la petite route qui suit la vallon de Cavaniès. Après avoir laissé un<br/>
chemin à droite à 900m et, 300m plus loin, le chemin de l'igue n°1 à gauche, continuer encore 350m et prendre le chemin qui part<br/>
à gauche (50m avant un chemin à droite). A 200m laisser un chemin qui monte à gauche et continuer encore 150m. L'igue se trouve<br/>
à 100m à gauche (ENE) et 25m plus haut : vaste entonnoir d'environ 15m de profondeur et 40m de diamètre. Pointée sur l’IGN";"36";""
"igue de la CAVE AUX ENDIVES";"ou rivière de la MARESQUE - ou gouffre du ROUQUET";"Padirac";"2136 ET";"555.99";"3283.56";"44.850675";"1.779806";"400";"Par la route de Thégra à Loubressac (D 14), 2km environ après le carrefour de la D 673, dans un virage avant que la route ne<br/>
commence à descendre, face à un monument de la résistance, prendre un chemin à gauche (NW) et le suivre sur 200m, c'est-à-dire<br/>
jusqu'à la deuxième claie à gauche. L'igue s'ouvre derrière la haie à 10m W (anciennement aménagée pour la culture des endives).<br/>
Indiquée (mal) sur l'IGN. Plan 19.";"36";"19"
